"quadrat_id","species_ids"
"CBN-PdlC-B3-20150810","[1412857, 1395807, 1392535, 1393200, 1392539]"
"CBN-PdlC-B3-20150831","[1412857, 1393200, 1394643, 1392558, 1395807]"
"CBN-PdlC-B3-20160705","[1393200, 1394911, 1397535, 1395807, 1392535]"
"CBN-PdlC-B3-20160726","[1393200, 1395807, 1412857, 1397535, 1394911]"
"CBN-PdlC-B3-20170816","[1395807, 1412857, 1394643, 1394542, 1394540]"
"CBN-PdlC-B3-20170906","[1412857, 1394643, 1395807, 1392558, 1393200]"
"CBN-PdlC-B3-20180702","[1394911, 1395807, 1397535, 1392608, 1397500]"
"CBN-PdlC-B3-20180723","[1395807, 1393200, 1394911, 1392535, 1392539]"
"CBN-PdlC-B3-20180815","[1395807, 1393200, 1392608, 1394643, 1392539]"
"CBN-PdlC-B3-20180905","[1412857, 1394643, 1392558, 1395807, 1393200]"
"CBN-PdlC-B3-20190701","[1395807, 1741808, 1392539, 1397535, 1394911]"
"CBN-PdlC-B3-20190722","[1394643, 1412857, 1395807, 1393200, 1394911]"
"CBN-PdlC-B3-20190812","[1412857, 1395807, 1392323, 1393200, 1394643]"
"CBN-PdlC-B3-20190909","[1394643, 1395807, 1412857, 1392539, 1742052]"
"CBN-PdlC-B3-20200629","[1395807, 1394910, 1392608, 1361703, 1388793]"
"CBN-PdlC-B3-20200722","[1395807, 1412857, 1393200, 1394643, 1392539]"
"CBN-PdlC-B3-20200812","[1395807, 1412857, 1393200, 1394643, 1392539]"
"CBN-PdlC-B4-20130807","[1397475, 1393200, 1394911, 1412857, 1397535]"
"CBN-PdlC-B4-20130903","[1397475, 1395190, 1392539, 1389929, 1393200]"
"CBN-PdlC-B4-20140721","[1397475, 1393200, 1395190, 1741903, 1392608]"
"CBN-PdlC-B4-20140811","[1397475, 1395190, 1395807, 1389929, 1741661]"
"CBN-PdlC-B4-20140901","[1397475, 1395190, 1389929, 1392558, 1392539]"
"CBN-PdlC-B4-20150701","[1397475, 1394911, 1395807, 1395190, 1393200]"
"CBN-PdlC-B4-20150810","[1397475, 1393200, 1390674, 1395190, 1389929]"
"CBN-PdlC-B4-20150831","[1397475, 1395807, 1389929, 1395190, 1392608]"
"CBN-PdlC-B4-20160726","[1397475, 1392608, 1393200, 1395190, 1397535]"
"CBN-PdlC-B4-20170816","[1397475, 1395807, 1392608, 1393200, 1395190]"
"CBN-PdlC-B4-20170906","[1397475, 1395190, 1360591, 1741661, 1741903]"
"CBN-PdlC-B4-20180702","[1397475, 1395190, 1395805, 1360591, 1395807]"
"CBN-PdlC-B4-20180723","[1397475, 1395190, 1392608, 1393200, 1395805]"
"CBN-PdlC-B4-20180815","[1397475, 1392608, 1393200, 1395807, 1395805]"
"CBN-PdlC-B4-20180905","[1397475, 1392608, 1395190, 1393200, 1395807]"
"CBN-PdlC-B4-20190701","[1397475, 1395805, 1741903, 1395190, 1741661]"
"CBN-PdlC-B4-20190722","[1397475, 1395190, 1392608, 1741903, 1393200]"
"CBN-PdlC-B4-20190812","[1397475, 1392608, 1395190, 1741903, 1395870]"
"CBN-PdlC-B4-20190909","[1397475, 1392608, 1395190, 1741903, 1360591]"
"CBN-PdlC-B4-20200629","[1397475, 1395190, 1395805, 1360591, 1741903]"
"CBN-PdlC-B4-20200722","[1397475, 1393200, 1392608, 1412857, 1394911]"
"CBN-PdlC-B4-20200812","[1397475, 1392608, 1393200, 1395190, 1395807]"
"CBN-PdlC-B5-20130807","[1395807, 1397475, 1395870, 1360269, 1395190]"
"CBN-PdlC-B5-20130903","[1395807, 1397475, 1395862, 1360269, 1395870]"
"CBN-PdlC-B5-20140630","[1743924, 1720959, 1743742, 1361703, 1358321]"
"CBN-PdlC-B5-20140721","[1395807, 1397475, 1395870, 1394911, 1394910]"
"CBN-PdlC-B5-20140811","[1395807, 1397475, 1395870, 1360269, 1395190]"
"CBN-PdlC-B5-20140901","[1395807, 1397475, 1395870, 1395862, 1392539]"
"CBN-PdlC-B5-20150701","[1395807, 1397475, 1394911, 1395870, 1392539]"
"CBN-PdlC-B5-20150720","[1395807, 1397475, 1395870, 1400101, 1360269]"
"CBN-PdlC-B5-20150810","[1395807, 1397475, 1395870, 1360269, 1388793]"
"CBN-PdlC-B5-20150831","[1395807, 1397475, 1395870, 1400101, 1361801]"
"CBN-PdlC-B5-20160705","[1395807, 1397475, 1395870, 1394911, 1395190]"
"CBN-PdlC-B5-20160726","[1395807, 1397475, 1360269, 1395870, 1361801]"
"CBN-PdlC-B5-20170816","[1395807, 1397475, 1395990, 1395870, 1394540]"
"CBN-PdlC-B5-20170906","[1395807, 1397475, 1519650, 1394540, 1398471]"
"CBN-PdlC-B5-20180702","[1395807, 1397475, 1394911, 1394910, 1397535]"
"CBN-PdlC-B5-20180723","[1395807, 1397475, 1395190, 1395870, 1394910]"
"CBN-PdlC-B5-20180815","[1395807, 1397475, 1395862, 1388793, 1398471]"
"CBN-PdlC-B5-20180905","[1395807, 1397475, 1395862, 1395990, 1395870]"
"CBN-PdlC-B5-20190701","[1395807, 1397475, 1394911, 1392539, 1392535]"
"CBN-PdlC-B5-20190722","[1395807, 1397475, 1395870, 1360269, 1400101]"
"CBN-PdlC-B5-20190812","[1395807, 1397475, 1395870, 1400101, 1394910]"
"CBN-PdlC-B5-20190909","[1395807, 1397475, 1394311, 1395862, 1400101]"
"CBN-PdlC-B5-20200629","[1397475, 1394911, 1395807, 1392535, 1397535]"
"CBN-PdlC-B5-20200722","[1395807, 1397475, 1360269, 1389929, 1361801]"
"CBN-PdlC-B5-20200812","[1395807, 1397475, 1395870, 1360269, 1400101]"
"CBN-PdlC-B6-20130807","[1395807, 1395870, 1393679, 1392535, 1397475]"
"CBN-PdlC-B6-20130903","[1395807, 1389929, 1397475, 1393679, 1395862]"
"CBN-PdlC-B6-20140630","[1395807, 1393200, 1392535, 1397535, 1392534]"
"CBN-PdlC-B6-20140721","[1395807, 1395870, 1394911, 1392608, 1360269]"
"CBN-PdlC-B6-20140811","[1395807, 1395870, 1393679, 1360269, 1398471]"
"CBN-PdlC-B6-20140901","[1395807, 1359835, 1394542, 1395000, 1360269]"
"CBN-PdlC-B6-20150701","[1395807, 1394911, 1395870, 1393200, 1360269]"
"CBN-PdlC-B6-20150720","[1395807, 1395870, 1360269, 1393679, 1394540]"
"CBN-PdlC-B6-20150810","[1395807, 1397475, 1395870, 1360269, 1361801]"
"CBN-PdlC-B6-20150831","[1395807, 1395870, 1395862, 1394540, 1363056]"
"CBN-PdlC-B6-20160705","[1395807, 1394911, 1393200, 1395870, 1360269]"
"CBN-PdlC-B6-20160726","[1395807, 1360269, 1395870, 1393200, 1392608]"
"CBN-PdlC-B6-20170816","[1395807, 1395990, 1395870, 1395862, 1394910]"
"CBN-PdlC-B6-20170906","[1395807, 1392558, 1392608, 1395862, 1519650]"
"CBN-PdlC-B6-20180702","[1394911, 1395807, 1397535, 1392535, 1392534]"
"CBN-PdlC-B6-20180723","[1395807, 1360269, 1392539, 1392608, 1395870]"
"CBN-PdlC-B6-20180905","[1395807, 1395862, 1394910, 1359835, 1395990]"
"CBN-PdlC-B6-20190701","[1395807, 1394911, 1393200, 1392539, 1392535]"
"CBN-PdlC-B6-20190722","[1395807, 1395870, 1360269, 1362396, 1393679]"
"CBN-PdlC-B6-20190812","[1395807, 1395870, 1360269, 1359835, 1389929]"
"CBN-PdlC-B6-20190909","[1395807, 1389929, 1395862, 1394311, 1360269]"
"CBN-PdlC-B6-20200629","[1397475, 1395807, 1394911, 1397535, 1393200]"
"CBN-PdlC-B6-20200722","[1395807, 1393679, 1392535, 1397475, 1360269]"
"CBN-PdlC-B6-20200812","[1395807, 1397475, 1395870, 1360269, 1393200]"
"CBN-PdlC-C1-20130807","[1395807, 1394911, 1397500, 1393708, 1391161]"
"CBN-PdlC-C1-20130903","[1395807, 1393200, 1395870, 1392539, 1395862]"
"CBN-PdlC-C1-20140721","[1397500, 1397535, 1393200, 1392535, 1392534]"
"CBN-PdlC-C1-20140811","[1395807, 1393200, 1392539, 1397500, 1359835]"
"CBN-PdlC-C1-20140901","[1395807, 1393200, 1392539, 1389929, 1395862]"
"CBN-PdlC-C1-20150701","[1397500, 1392534, 1393200, 1397535, 1392535]"
"CBN-PdlC-C1-20150720","[1395807, 1393200, 1395870, 1397500, 1361347]"
"CBN-PdlC-C1-20150810","[1395807, 1393200, 1395870, 1359835, 1392539]"
"CBN-PdlC-C1-20150831","[1395807, 1393200, 1395870, 1359835, 1392323]"
"CBN-PdlC-C1-20160705","[1397500, 1394911, 1392534, 1397535, 1393200]"
"CBN-PdlC-C1-20160726","[1395807, 1393200, 1397500, 1392558, 1392539]"
"CBN-PdlC-C1-20170816","[1395807, 1393200, 1361347, 1395870, 1392558]"
"CBN-PdlC-C1-20170906","[1395807, 1392558, 1393200, 1395862, 1651162]"
"CBN-PdlC-C1-20180723","[1395807, 1393200, 1392539, 1392535, 1394911]"
"CBN-PdlC-C1-20180815","[1395807, 1395862, 1393200, 1388793, 1395870]"
"CBN-PdlC-C1-20180905","[1395807, 1393200, 1392558, 1361347, 1359835]"
"CBN-PdlC-C1-20190701","[1395807, 1392534, 1397535, 1394597, 1356375]"
"CBN-PdlC-C1-20190722","[1395807, 1393200, 1395870, 1392539, 1397500]"
"CBN-PdlC-C1-20190812","[1395807, 1359835, 1392558, 1393200, 1361347]"
"CBN-PdlC-C1-20190909","[1395807, 1389929, 1395862, 1393200, 1359835]"
"CBN-PdlC-C1-20200722","[1395807, 1393200, 1397500, 1394911, 1392535]"
"CBN-PdlC-C1-20200812","[1395807, 1393200, 1397500, 1392539, 1395870]"
"CBN-PdlC-C2-20130903","[1395807, 1412857, 1392535, 1394643, 1392539]"
"CBN-PdlC-C2-20140721","[1412857, 1395807, 1392535, 1394643, 1394911]"
"CBN-PdlC-C2-20140811","[1395807, 1412857, 1392535, 1392539, 1394643]"
"CBN-PdlC-C2-20140901","[1395807, 1412857, 1392539, 1392535, 1389929]"
"CBN-PdlC-C2-20150701","[1392535, 1395807, 1394911, 1394643, 1412857]"
"CBN-PdlC-C2-20150720","[1395807, 1412857, 1394643, 1392535, 1742052]"
"CBN-PdlC-C2-20150810","[1395807, 1412857, 1392535, 1393200, 1394643]"
"CBN-PdlC-C2-20150831","[1395807, 1412857, 1392535, 1394643, 1395870]"
"CBN-PdlC-C2-20160705","[1392535, 1412857, 1395807, 1394643, 1394911]"
"CBN-PdlC-C2-20160726","[1395807, 1412857, 1392535, 1393200, 1394643]"
"CBN-PdlC-C2-20170816","[1395807, 1412857, 1392535, 1394643, 1392534]"
"CBN-PdlC-C2-20170906","[1395807, 1412857, 1394643, 1392535, 1392558]"
"CBN-PdlC-C2-20180723","[1395807, 1392535, 1392539, 1394911, 1393200]"
"CBN-PdlC-C2-20180815","[1395807, 1392535, 1412857, 1393200, 1392539]"
"CBN-PdlC-C2-20180905","[1395807, 1412857, 1392535, 1394643, 1359835]"
"CBN-PdlC-C2-20190701","[1393200, 1389603, 1390760, 1389627, 1391840]"
"CBN-PdlC-C2-20190722","[1395807, 1393200, 1392535, 1392539, 1395870]"
"CBN-PdlC-C2-20190812","[1395807, 1412857, 1394643, 1392558, 1742052]"
"CBN-PdlC-C2-20190909","[1395807, 1392535, 1412857, 1394643, 1394311]"
"CBN-PdlC-C2-20200722","[1395807, 1392539, 1412857, 1393200, 1394643]"
"CBN-PdlC-C2-20200812","[1395807, 1412857, 1392535, 1392539, 1393200]"
"CBN-PdlC-C3-20130807","[1395807, 1394911, 1412857, 1395870, 1392323]"
"CBN-PdlC-C3-20130903","[1395807, 1412857, 1389929, 1392539, 1394643]"
"CBN-PdlC-C3-20140721","[1394643, 1395807, 1397535, 1392535, 1392539]"
"CBN-PdlC-C3-20140811","[1395807, 1392608, 1412857, 1392539, 1395870]"
"CBN-PdlC-C3-20140901","[1395807, 1359835, 1392323, 1361347, 1412857]"
"CBN-PdlC-C3-20150701","[1395807, 1397535, 1392535, 1394911, 1392323]"
