"quadrat_id","species_ids"
"CBN-PdlC-A4-20150810","[1395807, 1392608, 1397475, 1393200, 1392539, 1412857, 1392558, 1395190, 1397500, 1394911, 1397535, 1392535, 1394910, 1392612, 1392611]"
"CBN-PdlC-A4-20150831","[1395807, 1392608, 1397475, 1393200, 1392558, 1412857, 1395190, 1392535, 1741903, 1397535, 1394643, 1397500, 1392539, 1392534, 1392323]"
"CBN-PdlC-A4-20160705","[1395807, 1392608, 1393200, 1397475, 1394911, 1392534, 1392558, 1397535, 1397500, 1392535, 1395190, 1394910, 1392539, 1360299, 1412857]"
"CBN-PdlC-A4-20160726","[1395807, 1392608, 1397475, 1393200, 1392558, 1392534, 1395190, 1397500, 1395870, 1397535, 1360299, 1412857, 1392535, 1392539, 1392611]"
"CBN-PdlC-A4-20170816","[1395807, 1392608, 1397475, 1393200, 1392558, 1395862, 1395190, 1359835, 1412857, 1394643, 1519650, 1388793, 1664563, 1392323, 1392534]"
"CBN-PdlC-A4-20170906","[1395807, 1392608, 1397475, 1393200, 1392558, 1395190, 1412857, 1359835, 1397535, 1392534, 1394643, 1741903, 1519650, 1398471, 1397500]"
"CBN-PdlC-A4-20180702","[1397475, 1392608, 1393200, 1392534, 1395190, 1394911, 1397535, 1397500, 1395805, 1392535, 1737507, 1741903, 1664563, 1392323, 1394910]"
"CBN-PdlC-A4-20180723","[1392608, 1395807, 1393200, 1392539, 1397475, 1394911, 1397535, 1392535, 1397500, 1392534, 1505431, 1394643, 1388793, 1392553, 1390793]"
"CBN-PdlC-A4-20180815","[1392608, 1397475, 1395807, 1393200, 1392539, 1395190, 1505431, 1395862, 1397535, 1395805, 1388793, 1392535, 1741903, 1392558, 1392553]"
"CBN-PdlC-A4-20180905","[1392608, 1397475, 1395807, 1393200, 1392558, 1395190, 1394911, 1397535, 1741903, 1412857, 1392535, 1392534, 1519650, 1392553, 1664563]"
"CBN-PdlC-A4-20190701","[1397475, 1392608, 1393200, 1394911, 1395190, 1397500, 1741903, 1395805, 1392558, 1360299, 1397535, 1392534, 1395942, 1392535, 1395870]"
"CBN-PdlC-A4-20190722","[1397475, 1392608, 1393200, 1395190, 1741903, 1394643, 1392558, 1392539, 1397500, 1360299, 1390764, 1393679, 1392611, 1394911, 1396976]"
"CBN-PdlC-A4-20190812","[1397475, 1392608, 1395807, 1395190, 1393200, 1741903, 1392558, 1392539, 1361281, 1392323, 1392611, 1360299, 1394643, 1360591, 1391648]"
"CBN-PdlC-A4-20190909","[1397475, 1392608, 1393200, 1395190, 1392539, 1392558, 1395805, 1741903, 1389929, 1360299, 1519650, 1359835, 1360591, 1395870, 1390793]"
"CBN-PdlC-A4-20200629","[1397475, 1392608, 1395190, 1393200, 1361281, 1395805, 1741903, 1412857, 1392323, 1360590, 1397535, 1392534, 1664563, 1361347, 1392558]"
"CBN-PdlC-A4-20200722","[1397475, 1395807, 1392608, 1393200, 1395190, 1392539, 1394911, 1397500, 1741903, 1394643, 1395805, 1360590, 1392535, 1360591, 1392534]"
"CBN-PdlC-A4-20200812","[1397475, 1395807, 1392608, 1393200, 1395190, 1392535, 1392539, 1392534, 1394911, 1397500, 1361281, 1395870, 1651162, 1397535, 1741903]"
"CBN-PdlC-A5-20130807","[1395807, 1395870, 1397475, 1394911, 1360269, 1397535, 1392539, 1362396, 1392535, 1395862, 1395190, 1392558, 1393200, 1392534, 1359835]"
"CBN-PdlC-A5-20130903","[1395807, 1395870, 1359835, 1397475, 1360269, 1389929, 1395862, 1394911, 1362396, 1392558, 1392535, 1394540, 1393824, 1393679, 1392539]"
"CBN-PdlC-A5-20140721","[1395807, 1397475, 1394911, 1395870, 1392539, 1392535, 1395190, 1393200, 1392534, 1397500, 1397535, 1360269, 1741880, 1393679, 1395862]"
"CBN-PdlC-A5-20140811","[1395807, 1395870, 1360269, 1359835, 1392558, 1392539, 1394911, 1741880, 1397535, 1393200, 1393679, 1394540, 1519650, 1396253, 1393657]"
"CBN-PdlC-A5-20150701","[1395807, 1394911, 1392539, 1397475, 1395870, 1392535, 1393200, 1397500, 1392534, 1397535, 1360269, 1741880, 1741903, 1397123, 1412857]"
"CBN-PdlC-A5-20150831","[1395807, 1397475, 1395870, 1392608, 1394911, 1360269, 1359835, 1395190, 1392535, 1398471, 1393679, 1396253, 1394540, 1389929, 1519650]"
"CBN-PdlC-A5-20160705","[1395807, 1397475, 1394911, 1395190, 1397535, 1392535, 1392534, 1397500, 1393200, 1392539, 1412857, 1392558, 1361281, 1396253, 1741903]"
"CBN-PdlC-A5-20160726","[1395807, 1397475, 1394911, 1359835, 1392558, 1393200, 1395870, 1392534, 1397535, 1392535, 1395190, 1397500, 1390764, 1393679, 1741903]"
"CBN-PdlC-A5-20170816","[1395807, 1397475, 1395190, 1359835, 1393200, 1392558, 1741903, 1395870, 1395862, 1395990, 1412857, 1398471, 1394643, 1519650, 1390764]"
"CBN-PdlC-A5-20170906","[1395807, 1397475, 1392558, 1412857, 1359835, 1395870, 1394911, 1395990, 1397535, 1393679, 1647128, 1360269, 1395862, 1519650, 1396253]"
"CBN-PdlC-A5-20180815","[1395807, 1392539, 1397475, 1393200, 1412857, 1394911, 1397535, 1647128, 1398471, 1505431, 1388793, 1392535, 1741903, 1395870, 1360269]"
"CBN-PdlC-A5-20180905","[1395807, 1397475, 1392558, 1412857, 1359835, 1395870, 1393200, 1392535, 1392323, 1397535, 1395190, 1395990, 1519650, 1741903, 1360269]"
"CBN-PdlC-A5-20190909","[1397475, 1395807, 1359835, 1398471, 1392558, 1395862, 1390764, 1647128, 1393679, 1389929, 1395870, 1392539, 1394540, 1395990, 1391697]"
"CBN-PdlC-A5-20200722","[1395807, 1397475, 1395870, 1393200, 1360269, 1359835, 1393679, 1362396, 1397500, 1394911, 1394540, 1396253, 1397535, 1412857, 1392558]"
"CBN-PdlC-A6-20130807","[1395807, 1397475, 1395190, 1395870, 1393200, 1741903, 1360269, 1394911, 1391648, 1397500, 1360591, 1360590, 1741661, 1389929, 1392558]"
"CBN-PdlC-A6-20130903","[1397475, 1395807, 1395190, 1395870, 1741903, 1393200, 1389929, 1395805, 1358517, 1395862, 1737701, 1392539, 1360590, 1391412, 1360269]"
"CBN-PdlC-A6-20140630","[1397475, 1395807, 1392608, 1395870, 1395805, 1390793, 1395862, 1393200, 1737701, 1395190, 1741903, 1741808, 1394910, 1664563, 1737507]"
"CBN-PdlC-A6-20140721","[1395807, 1397475, 1395190, 1395870, 1393200, 1741903, 1360269, 1392558, 1358517, 1389929, 1360591, 1395805, 1391648, 1394911, 1741661]"
"CBN-PdlC-A6-20140901","[1397475, 1395807, 1395190, 1389929, 1741903, 1395870, 1395805, 1392558, 1395862, 1398471, 1393200, 1360591, 1358517, 1359835, 1391648]"
"CBN-PdlC-A6-20150701","[1397475, 1395807, 1395190, 1393200, 1395870, 1360269, 1397535, 1395868, 1741903, 1395862, 1394911, 1397500, 1391648, 1391412, 1396060]"
"CBN-PdlC-A6-20150810","[1397475, 1395807, 1395190, 1395870, 1393200, 1359835, 1737701, 1358517, 1505431, 1391412, 1664563, 1390674, 1741903, 1360590, 1389929]"
"CBN-PdlC-A6-20150831","[1397475, 1395807, 1395190, 1395870, 1741903, 1398471, 1360590, 1391648, 1395805, 1358517, 1389929, 1360591, 1359835, 1741661, 1391412]"
"CBN-PdlC-A6-20160705","[1397475, 1395807, 1395190, 1393200, 1395870, 1394911, 1360590, 1741903, 1358517, 1397535, 1391648, 1360591, 1360269, 1397500, 1392534]"
"CBN-PdlC-A6-20160726","[1395807, 1397475, 1395190, 1395870, 1393200, 1360269, 1741903, 1391648, 1360590, 1358517, 1360591, 1359835, 1362396, 1741661, 1390764]"
"CBN-PdlC-A6-20170816","[1395807, 1397475, 1395190, 1741903, 1395870, 1395805, 1391412, 1420558, 1392558, 1395862, 1393200, 1395990, 1741661, 1360269, 1360591]"
"CBN-PdlC-A6-20170906","[1397475, 1395807, 1395190, 1395870, 1393200, 1741903, 1391648, 1359835, 1392558, 1360591, 1395805, 1395990, 1398471, 1395868, 1394910]"
"CBN-PdlC-A6-20180702","[1397475, 1395190, 1393200, 1395870, 1741903, 1397535, 1392558, 1397500, 1394911, 1391648, 1392323, 1360590, 1395805, 1392534, 1360591]"
"CBN-PdlC-A6-20180723","[1395807, 1397475, 1393200, 1395190, 1395870, 1741903, 1360269, 1395805, 1395862, 1389929, 1420558, 1395868, 1392539, 1398471, 1360591]"
"CBN-PdlC-A6-20180815","[1397475, 1395807, 1393200, 1395805, 1395190, 1395862, 1395870, 1389929, 1420558, 1741903, 1388793, 1398471, 1392539, 1390674, 1391412]"
"CBN-PdlC-A6-20180905","[1397475, 1395807, 1395190, 1395870, 1741903, 1395805, 1392558, 1395862, 1395990, 1360591, 1393200, 1391412, 1412857, 1664563, 1741661]"
"CBN-PdlC-A6-20190701","[1397475, 1395807, 1393200, 1394911, 1395805, 1397500, 1395190, 1741903, 1360269, 1397535, 1395870, 1395862, 1737701, 1741808, 1360591]"
"CBN-PdlC-A6-20190722","[1395807, 1397475, 1393200, 1395190, 1395870, 1741903, 1392558, 1395805, 1389929, 1360269, 1393679, 1360590, 1360591, 1741661, 1391648]"
"CBN-PdlC-A6-20190812","[1397475, 1395807, 1395190, 1741903, 1395870, 1393200, 1392558, 1398471, 1359835, 1360591, 1391648, 1390764, 1395805, 1391697, 1519650]"
"CBN-PdlC-A6-20190909","[1397475, 1395870, 1395190, 1359835, 1392558, 1395805, 1389929, 1741903, 1360591, 1395990, 1391412, 1398471, 1519650, 1741661, 1391648]"
"CBN-PdlC-A6-20200722","[1395807, 1397475, 1393200, 1395190, 1395870, 1360269, 1741903, 1395862, 1360590, 1391648, 1360591, 1413421, 1389929, 1397535, 1392566]"
"CBN-PdlC-A6-20200812","[1395807, 1397475, 1395190, 1395870, 1393200, 1741903, 1360269, 1395805, 1389929, 1359835, 1392558, 1360591, 1397500, 1398471, 1396253]"
"CBN-PdlC-B1-20130807","[1395807, 1392608, 1393200, 1412857, 1394643, 1395870, 1360299, 1392539, 1394911, 1392612, 1392611, 1397535, 1397500, 1390639, 1392558]"
"CBN-PdlC-B1-20130903","[1392608, 1395807, 1393200, 1360299, 1392612, 1394643, 1412857, 1392539, 1389929, 1392611, 1395862, 1395868, 1392606, 1550182, 1742052]"
"CBN-PdlC-B1-20140721","[1392608, 1395807, 1393200, 1360299, 1394643, 1412857, 1392539, 1394911, 1392612, 1392611, 1392558, 1397500, 1392535, 1395870, 1397535]"
"CBN-PdlC-B1-20140811","[1392608, 1395807, 1393200, 1392539, 1412857, 1360299, 1394643, 1392612, 1395870, 1392611, 1397500, 1505431, 1550182, 1388793, 1392606]"
"CBN-PdlC-B1-20140901","[1392608, 1395807, 1393200, 1394643, 1412857, 1360299, 1392539, 1392612, 1550182, 1392611, 1394848, 1397500, 1394910, 1389929, 1390793]"
"CBN-PdlC-B1-20150701","[1392608, 1395807, 1393200, 1394643, 1394911, 1392539, 1360299, 1397535, 1392612, 1412857, 1550182, 1737507, 1392535, 1392534, 1397500]"
"CBN-PdlC-B1-20150720","[1392608, 1395807, 1394643, 1412857, 1392612, 1395870, 1360299, 1392611, 1397500, 1393200, 1550182, 1392606, 1390639, 1396253, 1394911]"
"CBN-PdlC-B1-20150810","[1392608, 1395807, 1394643, 1412857, 1393200, 1392539, 1395870, 1360299, 1392612, 1550182, 1392611, 1392558, 1505431, 1519650, 1359835]"
"CBN-PdlC-B1-20150831","[1392608, 1395807, 1412857, 1393200, 1394643, 1360299, 1390793, 1395870, 1392611, 1392558, 1392612, 1519650, 1742052, 1394641, 1390639]"
"CBN-PdlC-B1-20160705","[1392608, 1395807, 1393200, 1412857, 1394643, 1394911, 1360299, 1392558, 1397500, 1397535, 1394910, 1390639, 1392323, 1392611, 1392612]"
"CBN-PdlC-B1-20160726","[1392608, 1395807, 1412857, 1393200, 1394643, 1360299, 1392612, 1392539, 1550182, 1395870, 1392611, 1392558, 1394910, 1392606, 1394911]"
"CBN-PdlC-B1-20170816","[1395807, 1392608, 1412857, 1393200, 1394643, 1360299, 1392612, 1737507, 1550182, 1397500, 1397535, 1392611, 1742052, 1392539, 1394848]"
"CBN-PdlC-B1-20170906","[1392608, 1395807, 1412857, 1394643, 1393200, 1360299, 1392611, 1392612, 1550182, 1392558, 1742052, 1394848, 1394840, 1394641, 1395870]"
"CBN-PdlC-B1-20180702","[1392608, 1395807, 1394643, 1393200, 1360299, 1737507, 1412857, 1397535, 1397500, 1664563, 1394910, 1362369, 1394911, 1392558, 1392612]"
"CBN-PdlC-B1-20180723","[1392608, 1395807, 1393200, 1412857, 1392539, 1394643, 1392612, 1360299, 1395870, 1550182, 1397500, 1390639, 1741880, 1505431, 1741808]"
"CBN-PdlC-B1-20180815","[1392608, 1395807, 1412857, 1394643, 1360299, 1392558, 1392612, 1392611, 1664563, 1395870, 1737507, 1394840, 1396253, 1550182, 1389929]"
"CBN-PdlC-B1-20180905","[1392608, 1395807, 1412857, 1394643, 1392558, 1360299, 1393200, 1392611, 1550182, 1737507, 1394840, 1395870, 1392612, 1664563, 1394641]"
"CBN-PdlC-B1-20190701","[1392608, 1393200, 1395807, 1394643, 1397500, 1412857, 1737507, 1360299, 1741808, 1394910, 1394911, 1397535, 1550182, 1392612, 1361281]"
"CBN-PdlC-B1-20190722","[1392608, 1395807, 1412857, 1394643, 1392612, 1360299, 1392539, 1392611, 1390639, 1395870, 1359835, 1393200, 1742052, 1393679, 1550182]"
"CBN-PdlC-B1-20190812","[1392608, 1395807, 1412857, 1394643, 1360299, 1392612, 1392611, 1393200, 1742052, 1359835, 1390639, 1647128, 1742053, 1394641, 1392606]"
"CBN-PdlC-B1-20190909","[1392608, 1395807, 1412857, 1393200, 1394643, 1360299, 1392612, 1392539, 1359835, 1392611, 1389929, 1392558, 1742052, 1519650, 1394848]"
"CBN-PdlC-B1-20200629","[1392608, 1395807, 1393200, 1664563, 1360299, 1392558, 1390539, 1394613, 1361281, 1412857, 1394910, 1392611, 1413421, 1390880, 1361389]"
