"quadrat_id","species_ids"
"CBN-PdlC-A3-20180723","[1392608, 1392539, 1395807, 1394643, 1393200, 1412857, 1392535, 1397535, 1741808]"
"CBN-PdlC-A3-20180815","[1412857, 1394643, 1392608, 1395807, 1393200, 1392539, 1392535, 1397535, 1388793]"
"CBN-PdlC-A3-20180905","[1412857, 1395807, 1392558, 1392608, 1394643, 1393200, 1742053, 1392539, 1392535]"
"CBN-PdlC-A3-20190701","[1392534, 1393200, 1397535, 1392535, 1395807, 1394911, 1394643, 1392539, 1392608]"
"CBN-PdlC-A3-20190722","[1392608, 1395807, 1412857, 1393200, 1394643, 1392539, 1392558, 1742052, 1394540]"
"CBN-PdlC-A3-20190812","[1395807, 1392608, 1412857, 1393200, 1394643, 1359835, 1357608, 1742052, 1392558]"
"CBN-PdlC-A3-20190909","[1395807, 1412857, 1392608, 1394643, 1359835, 1392539, 1392558, 1394540, 1742052]"
"CBN-PdlC-A3-20200629","[1395990, 1390760, 1390933, 1392323, 1394613, 1390790, 1361703, 1384482, 1664563]"
"CBN-PdlC-A3-20200722","[1392608, 1412857, 1395807, 1393200, 1394643, 1392539, 1392558, 1397535, 1742052]"
"CBN-PdlC-A3-20200812","[1412857, 1392608, 1395807, 1393200, 1392539, 1394643, 1742053, 1392535, 1394540]"
"CBN-PdlC-A4-20130807","[1395807, 1392608, 1397475, 1393200, 1392534, 1394911, 1392535, 1397535, 1392558]"
"CBN-PdlC-A4-20130903","[1392608, 1393200, 1395807, 1397475, 1397535, 1392539, 1392535, 1505431, 1388793]"
"CBN-PdlC-A4-20140811","[1392608, 1393200, 1395807, 1397475, 1412857, 1395190, 1392611, 1392558, 1397535]"
"CBN-PdlC-A4-20140901","[1392608, 1397475, 1393200, 1395807, 1359835, 1392558, 1395190, 1395990, 1388793]"
"CBN-PdlC-A4-20150701","[1392608, 1393200, 1395807, 1397475, 1394911, 1392539, 1392535, 1397535, 1397500]"
"CBN-PdlC-A4-20150810","[1392608, 1393200, 1397475, 1395807, 1392539, 1392535, 1412857, 1397535, 1392558]"
"CBN-PdlC-A4-20150831","[1392608, 1397475, 1393200, 1395807, 1392558, 1392611, 1392535, 1412857, 1741903]"
"CBN-PdlC-A4-20160705","[1393200, 1392608, 1397475, 1397535, 1395807, 1394911, 1392534, 1392535, 1397500]"
"CBN-PdlC-A4-20160726","[1392608, 1393200, 1397475, 1395807, 1392611, 1392535, 1392534, 1397500, 1392558]"
"CBN-PdlC-A4-20170816","[1392608, 1397475, 1395807, 1393200, 1392558, 1519650, 1359835, 1395990, 1388793]"
"CBN-PdlC-A4-20170906","[1392608, 1397475, 1393200, 1395807, 1392558, 1395190, 1519650, 1397535, 1394643]"
"CBN-PdlC-A4-20180702","[1397475, 1393200, 1392608, 1392534, 1397500, 1394911, 1397535, 1392535, 1741903]"
"CBN-PdlC-A4-20180723","[1392608, 1393200, 1395807, 1392539, 1392535, 1394911, 1397535, 1397475, 1392534]"
"CBN-PdlC-A4-20180815","[1397475, 1393200, 1392608, 1395807, 1505431, 1388793, 1392539, 1397535, 1392553]"
"CBN-PdlC-A4-20180905","[1397475, 1393200, 1392608, 1392558, 1395807, 1395190, 1392553, 1397535, 1392535]"
"CBN-PdlC-A4-20190701","[1397475, 1393200, 1392608, 1394911, 1397500, 1741903, 1395942, 1395805, 1397535]"
"CBN-PdlC-A4-20190722","[1397475, 1392608, 1393200, 1741903, 1395190, 1390764, 1392558, 1393679, 1395807]"
"CBN-PdlC-A4-20190812","[1397475, 1392608, 1395190, 1393200, 1392611, 1395807, 1392558, 1741903, 1360591]"
"CBN-PdlC-A4-20190909","[1397475, 1392608, 1393200, 1395807, 1392539, 1360299, 1395190, 1392558, 1389929]"
"CBN-PdlC-A4-20200629","[1397475, 1392608, 1393200, 1395190, 1361281, 1741903, 1395807, 1360590, 1392323]"
"CBN-PdlC-A4-20200722","[1397475, 1393200, 1392608, 1395807, 1392539, 1395190, 1394911, 1397500, 1741903]"
"CBN-PdlC-A4-20200812","[1397475, 1393200, 1392608, 1395807, 1392535, 1651162, 1395190, 1394911, 1392534]"
"CBN-PdlC-A5-20130807","[1395807, 1397475, 1395870, 1397535, 1394911, 1360269, 1392535, 1362396, 1392558]"
"CBN-PdlC-A5-20130903","[1395807, 1359835, 1395870, 1362396, 1389929, 1360269, 1394911, 1397475, 1394540]"
"CBN-PdlC-A5-20140721","[1395807, 1397475, 1394911, 1392535, 1395870, 1392539, 1393679, 1393660, 1397500]"
"CBN-PdlC-A5-20140811","[1395807, 1395870, 1359835, 1393660, 1392558, 1397535, 1360269, 1394911, 1393679]"
"CBN-PdlC-A5-20150701","[1395807, 1394911, 1392535, 1392539, 1395870, 1397535, 1397500, 1393200, 1392534]"
"CBN-PdlC-A5-20150831","[1395807, 1397475, 1395870, 1392535, 1359835, 1360269, 1394911, 1519650, 1398471]"
"CBN-PdlC-A5-20160705","[1397475, 1395807, 1394911, 1397535, 1392535, 1397500, 1392534, 1395190, 1392558]"
"CBN-PdlC-A5-20160726","[1395807, 1397475, 1359835, 1392558, 1392535, 1393679, 1394911, 1390764, 1397535]"
"CBN-PdlC-A5-20170816","[1397475, 1395807, 1359835, 1395990, 1392558, 1395190, 1395862, 1396253, 1741903]"
"CBN-PdlC-A5-20170906","[1395807, 1359835, 1397475, 1392558, 1412857, 1396253, 1393679, 1395990, 1519650]"
"CBN-PdlC-A5-20180815","[1395807, 1397475, 1393200, 1392539, 1388793, 1392535, 1397535, 1505431, 1394911]"
"CBN-PdlC-A5-20180905","[1395807, 1397475, 1359835, 1392558, 1396253, 1412857, 1395990, 1392535, 1397535]"
"CBN-PdlC-A5-20190909","[1397475, 1359835, 1395807, 1394540, 1390764, 1398471, 1393679, 1389929, 1392558]"
"CBN-PdlC-A5-20200722","[1395807, 1393200, 1393679, 1395870, 1397475, 1359835, 1394540, 1360269, 1393660]"
"CBN-PdlC-A6-20130807","[1397475, 1395807, 1395190, 1393200, 1395870, 1741661, 1360269, 1741903, 1360591]"
"CBN-PdlC-A6-20130903","[1397475, 1395807, 1395190, 1389929, 1741661, 1741903, 1395862, 1393200, 1395870]"
"CBN-PdlC-A6-20140630","[1397475, 1395805, 1395870, 1392608, 1395807, 1737507, 1664563, 1395862, 1741808]"
"CBN-PdlC-A6-20140721","[1397475, 1395807, 1395190, 1393200, 1395870, 1741903, 1389929, 1741661, 1392558]"
"CBN-PdlC-A6-20140901","[1397475, 1389929, 1395190, 1741661, 1395807, 1741903, 1398471, 1360591, 1390910]"
"CBN-PdlC-A6-20150701","[1397475, 1395807, 1393200, 1395870, 1395190, 1397500, 1395868, 1360269, 1741903]"
"CBN-PdlC-A6-20150810","[1397475, 1395807, 1395190, 1395870, 1390674, 1359835, 1393200, 1389929, 1391412]"
"CBN-PdlC-A6-20150831","[1397475, 1395807, 1395870, 1395190, 1741903, 1398471, 1741661, 1359835, 1392558]"
"CBN-PdlC-A6-20160705","[1397475, 1395807, 1395190, 1393200, 1395870, 1360590, 1358517, 1394911, 1397535]"
"CBN-PdlC-A6-20160726","[1397475, 1395807, 1395190, 1741661, 1393200, 1393679, 1395870, 1741903, 1360269]"
"CBN-PdlC-A6-20170816","[1397475, 1395807, 1741661, 1391412, 1741903, 1395190, 1420558, 1395990, 1395805]"
"CBN-PdlC-A6-20170906","[1397475, 1395807, 1395190, 1395870, 1393200, 1360591, 1359835, 1741903, 1391648]"
"CBN-PdlC-A6-20180702","[1397475, 1393200, 1395190, 1397535, 1397500, 1741903, 1395807, 1392558, 1395870]"
"CBN-PdlC-A6-20180723","[1397475, 1393200, 1395807, 1395190, 1395870, 1741903, 1741661, 1393679, 1360269]"
"CBN-PdlC-A6-20180815","[1397475, 1393200, 1389929, 1395805, 1420558, 1395807, 1395862, 1395190, 1388793]"
"CBN-PdlC-A6-20180905","[1397475, 1741903, 1395807, 1395190, 1741661, 1395990, 1395870, 1395805, 1360591]"
"CBN-PdlC-A6-20190701","[1397475, 1393200, 1395807, 1395805, 1397500, 1394911, 1741903, 1397535, 1360269]"
"CBN-PdlC-A6-20190722","[1397475, 1395807, 1393200, 1395190, 1395870, 1393679, 1741903, 1741661, 1395805]"
"CBN-PdlC-A6-20190812","[1397475, 1395807, 1393200, 1741903, 1360591, 1400101, 1395190, 1398471, 1395870]"
"CBN-PdlC-A6-20190909","[1397475, 1359835, 1741661, 1395805, 1392558, 1395870, 1389929, 1360591, 1395190]"
"CBN-PdlC-A6-20200722","[1397475, 1395807, 1393200, 1395870, 1395190, 1741903, 1393660, 1741661, 1360269]"
"CBN-PdlC-A6-20200812","[1397475, 1395807, 1393200, 1395870, 1395190, 1741903, 1360591, 1395805, 1398471]"
"CBN-PdlC-B1-20130807","[1392608, 1395807, 1393200, 1412857, 1394643, 1360299, 1392611, 1394911, 1392612]"
"CBN-PdlC-B1-20130903","[1392608, 1395807, 1393200, 1360299, 1394643, 1392612, 1412857, 1392606, 1389929]"
"CBN-PdlC-B1-20140721","[1392608, 1395807, 1393200, 1360299, 1392611, 1394643, 1394911, 1392539, 1412857]"
"CBN-PdlC-B1-20140811","[1392608, 1395807, 1393200, 1412857, 1392539, 1392611, 1360299, 1392612, 1519650]"
"CBN-PdlC-B1-20140901","[1392608, 1393200, 1395807, 1412857, 1394643, 1360299, 1392539, 1550182, 1392611]"
"CBN-PdlC-B1-20150701","[1392608, 1395807, 1393200, 1394643, 1394911, 1397535, 1392539, 1360299, 1741880]"
"CBN-PdlC-B1-20150720","[1392608, 1395807, 1412857, 1394643, 1392611, 1392612, 1395870, 1392606, 1390639]"
"CBN-PdlC-B1-20150810","[1392608, 1395807, 1412857, 1393200, 1394643, 1392611, 1392612, 1550182, 1392539]"
"CBN-PdlC-B1-20150831","[1392608, 1395807, 1412857, 1392611, 1390793, 1393200, 1360299, 1519650, 1394643]"
"CBN-PdlC-B1-20160705","[1392608, 1393200, 1412857, 1394643, 1395807, 1394911, 1393679, 1360299, 1392558]"
"CBN-PdlC-B1-20160726","[1392608, 1395807, 1412857, 1393200, 1392612, 1360299, 1394643, 1550182, 1742052]"
"CBN-PdlC-B1-20170816","[1392608, 1395807, 1412857, 1393200, 1394643, 1360299, 1392612, 1550182, 1742052]"
"CBN-PdlC-B1-20170906","[1392608, 1412857, 1395807, 1394643, 1392611, 1360299, 1550182, 1392558, 1392612]"
"CBN-PdlC-B1-20180702","[1392608, 1395807, 1394643, 1737507, 1360299, 1362369, 1393200, 1392558, 1397500]"
"CBN-PdlC-B1-20180723","[1392608, 1395807, 1394643, 1412857, 1393200, 1392539, 1392612, 1550182, 1360299]"
"CBN-PdlC-B1-20180815","[1392608, 1395807, 1412857, 1360299, 1392611, 1392558, 1392612, 1664563, 1394840]"
"CBN-PdlC-B1-20180905","[1392608, 1412857, 1393200, 1392611, 1392558, 1395807, 1360299, 1394643, 1394840]"
"CBN-PdlC-B1-20190701","[1392608, 1393200, 1737507, 1394643, 1397500, 1741808, 1395807, 1360299, 1412857]"
"CBN-PdlC-B1-20190722","[1392608, 1395807, 1412857, 1394643, 1392611, 1392612, 1360299, 1742052, 1393679]"
"CBN-PdlC-B1-20190812","[1392608, 1412857, 1392611, 1395807, 1360299, 1742052, 1394643, 1647128, 1392612]"
"CBN-PdlC-B1-20190909","[1392608, 1395807, 1412857, 1360299, 1393200, 1394643, 1392611, 1392612, 1742052]"
"CBN-PdlC-B1-20200629","[1392608, 1360299, 1664563, 1395807, 1393200, 1392558, 1394613, 1390539, 1392611]"
"CBN-PdlC-B1-20200722","[1392608, 1395807, 1412857, 1393200, 1394643, 1392612, 1392611, 1550182, 1392539]"
"CBN-PdlC-B1-20200812","[1392608, 1395807, 1392611, 1412857, 1360299, 1394643, 1742052, 1742053, 1392612]"
"CBN-PdlC-B2-20130807","[1392608, 1395807, 1392535, 1392539, 1360299, 1394910, 1394911, 1392612, 1395870]"
"CBN-PdlC-B2-20130903","[1392608, 1360299, 1392535, 1392612, 1395807, 1388793, 1392611, 1392539, 1389929]"
"CBN-PdlC-B2-20140721","[1392608, 1360299, 1392535, 1392611, 1392612, 1392323, 1392606, 1392534, 1720959]"
"CBN-PdlC-B2-20140811","[1392608, 1395807, 1392539, 1392535, 1392611, 1395870, 1388793, 1392612, 1360299]"
"CBN-PdlC-B2-20140901","[1392608, 1395807, 1392535, 1392539, 1360299, 1392611, 1392612, 1393200, 1389929]"
"CBN-PdlC-B2-20150701","[1392608, 1392539, 1392535, 1395807, 1388793, 1394911, 1397535, 1392612, 1392534]"
"CBN-PdlC-B2-20150720","[1392608, 1395807, 1392535, 1360299, 1392611, 1392612, 1392539, 1395870, 1519650]"
"CBN-PdlC-B2-20150810","[1392608, 1395807, 1392535, 1392539, 1360299, 1647128, 1395870, 1388793, 1389929]"
"CBN-PdlC-B2-20150831","[1392608, 1395807, 1392535, 1519650, 1392611, 1360299, 1392539, 1392323, 1647128]"
"CBN-PdlC-B2-20160705","[1392608, 1392535, 1395807, 1397535, 1394911, 1360299, 1392323, 1392534, 1394910]"
"CBN-PdlC-B2-20160726","[1392608, 1395807, 1392535, 1392539, 1412857, 1360299, 1394311, 1389929, 1388793]"
"CBN-PdlC-B2-20170816","[1392608, 1395807, 1392535, 1389929, 1392539, 1394311, 1392323, 1720959, 1360299]"
"CBN-PdlC-B2-20170906","[1392608, 1395807, 1392535, 1392323, 1392611, 1720959, 1360299, 1392534, 1394311]"
"CBN-PdlC-B2-20180702","[1392608, 1395807, 1392535, 1397535, 1392534, 1394911, 1394910, 1720959, 1664563]"
"CBN-PdlC-B2-20180723","[1392608, 1395807, 1392535, 1392539, 1388793, 1389929, 1392612, 1395870, 1400101]"
"CBN-PdlC-B2-20180815","[1392608, 1395807, 1392535, 1360299, 1412857, 1395870, 1392534, 1392539, 1392323]"
"CBN-PdlC-B2-20180905","[1392608, 1392535, 1395807, 1392539, 1395870, 1389929, 1392534, 1720959, 1394311]"
"CBN-PdlC-B2-20190701","[1392608, 1392535, 1395807, 1388793, 1392539, 1392534, 1397535, 1394910, 1741808]"
"CBN-PdlC-B2-20190722","[1392608, 1395807, 1392535, 1392539, 1395870, 1392323, 1720959, 1392611, 1392534]"
"CBN-PdlC-B2-20190812","[1392608, 1395807, 1392323, 1392535, 1360299, 1392611, 1389929, 1395870, 1361281]"
"CBN-PdlC-B2-20190909","[1392608, 1395807, 1392535, 1389929, 1360299, 1392539, 1394311, 1412857, 1392611]"
"CBN-PdlC-B2-20200629","[1390880, 1395807, 1720959, 1395990, 1395870, 1393547, 1394910, 1388793, 1394613]"
"CBN-PdlC-B2-20200722","[1392608, 1395807, 1392611, 1392535, 1392539, 1392612, 1519650, 1360299, 1395870]"
"CBN-PdlC-B2-20200812","[1392608, 1395807, 1392611, 1720959, 1360299, 1392323, 1394311, 1392535, 1395870]"
"CBN-PdlC-B3-20130807","[1395807, 1392535, 1394911, 1397535, 1394643, 1392534, 1392539, 1394910, 1393200]"
"CBN-PdlC-B3-20130903","[1395807, 1392535, 1393200, 1392539, 1394643, 1392541, 1397535, 1394911, 1394910]"
"CBN-PdlC-B3-20140721","[1395807, 1394911, 1392539, 1397535, 1392535, 1394910, 1393200, 1392534, 1412857]"
"CBN-PdlC-B3-20140811","[1395807, 1392539, 1412857, 1394643, 1392535, 1394911, 1393200, 1392608, 1397535]"
"CBN-PdlC-B3-20140901","[1395807, 1392535, 1412857, 1392539, 1392534, 1393200, 1392558, 1397535, 1392552]"
"CBN-PdlC-B3-20150701","[1395807, 1394911, 1397535, 1392535, 1392534, 1392539, 1412857, 1392558, 1394643]"
"CBN-PdlC-B3-20150810","[1412857, 1395807, 1392535, 1393200, 1392539, 1394911, 1394643, 1392534, 1397535]"
"CBN-PdlC-B3-20150831","[1412857, 1393200, 1394643, 1392558, 1395807, 1392535, 1394911, 1397535, 1392608]"
"CBN-PdlC-B3-20160705","[1393200, 1394911, 1397535, 1395807, 1392535, 1412857, 1392558, 1392539, 1394643]"
"CBN-PdlC-B3-20160726","[1393200, 1395807, 1412857, 1397535, 1394911, 1394643, 1392535, 1392539, 1392558]"
"CBN-PdlC-B3-20170816","[1395807, 1412857, 1394643, 1394542, 1394540, 1392535, 1394911, 1392539, 1392534]"
"CBN-PdlC-B3-20170906","[1412857, 1394643, 1395807, 1392558, 1393200, 1392608, 1394911, 1397535, 1394910]"
"CBN-PdlC-B3-20180702","[1394911, 1395807, 1397535, 1392608, 1397500, 1394910, 1393200, 1392535, 1394643]"
"CBN-PdlC-B3-20180723","[1395807, 1393200, 1394911, 1392535, 1392539, 1392608, 1394643, 1397535, 1397500]"
"CBN-PdlC-B3-20180815","[1395807, 1393200, 1392608, 1394643, 1392539, 1412857, 1388793, 1392534, 1389929]"
"CBN-PdlC-B3-20180905","[1412857, 1394643, 1392558, 1395807, 1393200, 1397535, 1394911, 1392535, 1392539]"
"CBN-PdlC-B3-20190701","[1395807, 1741808, 1392539, 1397535, 1394911, 1392608, 1388793, 1394910, 1394643]"
"CBN-PdlC-B3-20190722","[1394643, 1412857, 1395807, 1393200, 1394911, 1742052, 1392608, 1392539, 1388793]"
"CBN-PdlC-B3-20190812","[1412857, 1395807, 1392323, 1393200, 1394643, 1742052, 1361281, 1392539, 1394540]"
"CBN-PdlC-B3-20190909","[1394643, 1395807, 1412857, 1392539, 1742052, 1519650, 1390793, 1389929, 1394641]"
"CBN-PdlC-B3-20200629","[1395807, 1394910, 1392608, 1361703, 1388793, 1392323, 1392539, 1396408, 1395974]"
"CBN-PdlC-B3-20200722","[1395807, 1412857, 1393200, 1394643, 1392539, 1392535, 1394911, 1394641, 1742052]"
"CBN-PdlC-B3-20200812","[1395807, 1412857, 1393200, 1394643, 1392539, 1394911, 1392535, 1742053, 1397535]"
"CBN-PdlC-B4-20130807","[1397475, 1393200, 1394911, 1412857, 1397535, 1392539, 1395807, 1395190, 1392323]"
"CBN-PdlC-B4-20130903","[1397475, 1395190, 1392539, 1389929, 1393200, 1360591, 1388793, 1395807, 1391755]"
"CBN-PdlC-B4-20140721","[1397475, 1393200, 1395190, 1741903, 1392608, 1360591, 1412857, 1394643, 1395807]"
"CBN-PdlC-B4-20140811","[1397475, 1395190, 1395807, 1389929, 1741661, 1394911, 1412857, 1392539, 1400101]"
"CBN-PdlC-B4-20140901","[1397475, 1395190, 1389929, 1392558, 1392539, 1360591, 1393200, 1737701, 1741661]"
"CBN-PdlC-B4-20150701","[1397475, 1394911, 1395807, 1395190, 1393200, 1412857, 1392608, 1360591, 1395870]"
"CBN-PdlC-B4-20150810","[1397475, 1393200, 1390674, 1395190, 1389929, 1395807, 1392608, 1392539, 1388793]"
"CBN-PdlC-B4-20150831","[1397475, 1395807, 1389929, 1395190, 1392608, 1360591, 1391648, 1394311, 1392558]"
"CBN-PdlC-B4-20160726","[1397475, 1392608, 1393200, 1395190, 1397535, 1392558, 1360591, 1741903, 1391648]"
"CBN-PdlC-B4-20170816","[1397475, 1395807, 1392608, 1393200, 1395190, 1360591, 1741903, 1389929, 1741661]"
"CBN-PdlC-B4-20170906","[1397475, 1395190, 1360591, 1741661, 1741903, 1391648, 1395870, 1392608, 1360590]"
"CBN-PdlC-B4-20180702","[1397475, 1395190, 1395805, 1360591, 1395807, 1741661, 1392608, 1395870, 1741903]"
"CBN-PdlC-B4-20180723","[1397475, 1395190, 1392608, 1393200, 1395805, 1389929, 1395807, 1360591, 1392539]"
"CBN-PdlC-B4-20180815","[1397475, 1392608, 1393200, 1395807, 1395805, 1389929, 1395190, 1388793, 1741903]"
"CBN-PdlC-B4-20180905","[1397475, 1392608, 1395190, 1393200, 1395807, 1392558, 1741903, 1360591, 1389929]"
"CBN-PdlC-B4-20190701","[1397475, 1395805, 1741903, 1395190, 1741661, 1393200, 1360591, 1392608, 1397535]"
"CBN-PdlC-B4-20190722","[1397475, 1395190, 1392608, 1741903, 1393200, 1395807, 1395870, 1360591, 1741661]"
"CBN-PdlC-B4-20190812","[1397475, 1392608, 1395190, 1741903, 1395870, 1391648, 1360591, 1393200, 1398471]"
"CBN-PdlC-B4-20190909","[1397475, 1392608, 1395190, 1741903, 1360591, 1389929, 1395805, 1741661, 1395870]"
"CBN-PdlC-B4-20200629","[1397475, 1395190, 1395805, 1360591, 1741903, 1395807, 1741661, 1737701, 1394911]"
"CBN-PdlC-B4-20200722","[1397475, 1393200, 1392608, 1412857, 1394911, 1392539, 1741903, 1395807, 1395190]"
